Unnamed: 0,accession_id,phenotype_value
551,9569,87.0
553,9573,51.66666667
554,9576,101.0
555,9577,90.33333333
556,9578,46.25
557,9579,67.5
558,9581,108.5
559,9582,81.75
560,9583,82.25
561,9584,76.0
562,9585,23.5
563,9586,104.0
564,9587,94.25
565,9588,66.25
567,9590,25.25
568,9591,32.5
569,9592,98.0
570,9593,87.75
571,9594,105.25
572,9595,56.0
573,9596,51.0
574,9597,51.0
575,9598,80.0
576,9599,79.66666667
577,9600,45.0
578,9601,78.75
579,9602,62.0
580,9606,30.5
581,9607,99.0
582,9608,35.5
583,9609,39.75
584,9610,57.5
585,9611,63.5
586,9612,60.0
587,9613,62.66666667
588,9615,75.25
589,9616,95.75
590,9617,54.75
591,9619,71.0
592,9620,60.75
593,9621,72.5
594,9622,70.66666667
595,9624,68.33333333
597,9626,59.0
598,9627,76.0
599,9628,56.0
600,9629,64.5
601,9630,67.25
602,9631,125.5
603,9632,79.0
604,9633,74.0
605,9634,84.5
607,9636,103.6666667
608,9637,67.25
609,9638,71.0
610,9639,64.0
611,9640,70.0
613,9642,74.25
615,9644,56.5
616,9645,57.25
617,9646,40.75
618,9647,47.0
619,9648,52.5
620,9649,57.5
621,9651,39.66666667
622,9653,43.25
623,9655,61.0
624,9656,75.66666667
626,9658,56.5
627,9659,56.0
628,9660,31.0
629,9661,33.0
630,9663,61.33333333
632,9665,76.33333333
633,9666,101.25
635,9668,69.5
636,9669,70.66666667
640,9673,89.66666667
643,9678,77.5
644,9679,69.25
645,9680,49.0
646,9681,84.5
647,9682,63.25
648,9683,62.75
649,9684,76.0
654,9690,70.66666667
657,9693,64.0
660,9696,68.25
661,9697,52.66666667
662,9698,62.0
663,9699,54.33333333
665,9701,70.33333333
666,9703,56.5
667,9704,58.66666667
668,9705,57.75
669,9706,68.25
670,9707,59.75
671,9708,77.5
672,9709,63.0
673,9710,76.75
674,9711,71.5
675,9712,68.75
676,9713,59.75
677,9714,60.5
679,9717,88.25
681,9719,47.75
682,9720,90.25
683,9721,67.75
684,9722,84.66666667
685,9723,56.0
686,9725,46.0
687,9726,47.25
688,9727,34.25
689,9728,67.25
690,9729,90.66666667
691,9730,84.5
692,9731,67.25
693,9732,77.75
694,9733,71.5
695,9735,62.0
696,9736,70.0
697,9737,54.66666667
698,9738,64.75
699,9739,60.75
700,9741,63.0
701,9743,64.66666667
702,9744,51.33333333
703,9745,65.5
704,9747,80.5
705,9748,74.25
706,9749,54.0
707,9755,69.75
708,9756,63.0
709,9757,88.0
711,9759,50.0
713,9762,56.5
716,9768,40.0
717,9769,35.25
718,9770,33.5
719,9771,32.75
720,9772,30.5
721,9774,32.25
722,9775,34.25
723,9776,30.25
724,9777,32.5
725,9778,40.0
726,9779,34.66666667
727,9780,34.25
728,9781,32.66666667
729,9782,33.75
730,9783,56.66666667
731,9784,32.25
732,9785,34.5
733,9786,29.5
735,9788,29.0
736,9789,30.75
737,9790,32.0
738,9791,30.0
739,9792,31.25
740,9793,30.66666667
741,9794,33.75
742,9795,29.25
743,9796,36.5
744,9797,35.0
745,9798,32.33333333
746,9799,40.25
747,9800,32.25
748,9801,25.66666667
749,9802,31.0
750,9803,29.75
751,9804,33.75
752,9805,41.25
753,9806,48.5
754,9807,32.75
755,9808,41.5
756,9809,40.75
758,9811,32.5
759,9812,35.75
760,9813,34.25
761,9814,34.33333333
762,9815,37.25
763,9816,27.75
764,9817,54.0
765,9819,70.0
767,9821,61.5
769,9823,33.75
770,9824,130.6666667
771,9825,50.0
772,9826,63.0
773,9827,51.5
774,9828,68.25
775,9830,44.25
776,9831,78.0
777,9832,76.66666667
778,9833,57.0
779,9834,53.5
780,9835,62.5
783,9838,54.66666667
784,9839,105.5
785,9840,104.5
786,9841,57.33333333
787,9843,49.66666667
788,9844,71.5
789,9845,53.66666667
790,9846,105.5
792,9848,86.5
793,9849,82.66666667
794,9850,68.66666667
795,9851,95.75
796,9852,51.5
797,9853,25.33333333
798,9854,29.66666667
799,9855,53.33333333
800,9856,51.5
802,9858,109.5
803,9859,71.0
804,9860,54.66666667
805,9861,108.75
806,9862,41.75
807,9864,42.5
808,9866,101.0
809,9867,90.75
810,9868,54.66666667
812,9870,98.66666667
813,9871,105.75
814,9873,44.66666667
815,9874,45.25
816,9875,32.5
817,9876,60.0
818,9877,81.5
819,9878,106.3333333
820,9879,48.25
821,9880,74.25
822,9881,66.5
823,9882,58.33333333
824,9883,31.25
825,9885,106.5
826,9886,46.5
828,9888,78.25
829,9890,82.33333333
830,9891,77.0
831,9892,75.25
832,9894,64.66666667
833,9895,59.0
834,9897,69.25
835,9898,82.75
836,9899,48.0
837,9900,40.5
838,9901,86.75
839,9902,101.6666667
840,9903,96.25
841,9904,102.5
842,9905,76.0
843,9906,68.0
844,9908,36.5
845,9909,42.5
847,9911,34.5
850,9915,64.75
852,9918,67.25
853,9920,33.0
854,9921,36.75
855,9924,45.0
858,9927,63.25
859,9928,67.0
860,9929,70.75
861,9930,56.33333333
863,9933,38.66666667
865,9937,37.0
866,9938,63.0
867,9939,51.5
868,9941,32.25
869,9942,99.0
870,9943,51.25
871,9944,59.0
872,9945,95.25
873,9946,43.5
874,9947,104.75
875,9949,49.5
876,9950,67.25
877,9951,95.33333333
878,9952,98.0
879,9953,80.0
882,9957,75.5
883,9958,68.75
884,9959,65.75
885,9960,56.66666667
886,9962,62.5
887,9963,60.0
888,9964,52.75
889,9965,45.0
890,9966,70.5
891,9968,45.75
892,9969,59.25
893,9970,71.5
895,9972,50.75
896,9973,98.0
899,9976,63.5
901,9979,57.33333333
902,9980,51.25
903,9981,44.25
904,9982,69.75
905,9983,48.5
906,9984,47.33333333
907,9985,53.75
909,9987,60.5
910,9988,103.0
911,9990,66.0
912,9991,77.25
913,9993,104.3333333
914,9995,30.5
915,9996,28.75
916,9997,40.75
917,9998,35.75
918,9999,42.5
919,10001,38.5
920,10002,32.0
923,10006,118.5
924,10008,61.33333333
925,10009,67.0
926,10010,64.75
927,10011,54.5
928,10012,96.0
929,10013,90.25
930,10014,112.0
931,10015,41.0
932,10017,66.5
933,10018,73.66666667
934,10020,38.75
935,10022,34.75
936,10023,79.25
