Unnamed: 0,accession_id,phenotype_value
766,9832,90.33333333
767,9833,65.66666667
768,9834,63.75
769,9835,69.75
772,9838,67.0
773,9839,115.0
774,9840,120.5
775,9841,68.0
776,9843,58.66666667
777,9844,84.25
778,9845,65.0
779,9846,119.6666667
781,9848,98.0
782,9849,99.66666667
783,9850,83.0
784,9851,144.0
785,9852,67.33333333
786,9853,35.5
787,9854,40.66666667
788,9855,61.66666667
789,9856,63.5
791,9858,123.5
792,9859,83.0
793,9860,64.33333333
794,9861,114.5
795,9862,53.75
796,9864,57.25
797,9866,118.0
798,9867,101.6666667
799,9868,68.66666667
801,9870,111.0
802,9871,117.6666667
803,9873,55.66666667
804,9874,56.25
805,9875,44.75
806,9876,74.75
807,9878,116.0
808,9879,59.5
809,9880,87.5
810,9881,78.5
811,9882,70.33333333
812,9883,41.75
813,9885,119.0
814,9886,57.0
816,9888,96.66666667
817,9890,94.33333333
818,9892,84.5
819,9894,76.66666667
820,9895,71.0
821,9897,81.5
822,9898,97.25
823,9899,58.0
824,9900,50.0
825,9901,102.5
826,9902,110.3333333
827,9903,108.75
828,9904,114.6666667
829,9905,95.0
830,9906,80.0
831,9908,46.5
832,9909,57.0
834,9911,44.5
837,9915,75.5
839,9918,90.0
840,9920,48.66666667
841,9921,48.25
842,9924,57.0
845,9927,73.25
846,9928,77.0
847,9929,88.0
848,9930,68.66666667
850,9933,49.0
852,9937,47.75
853,9938,74.0
854,9939,60.75
855,9941,42.5
856,9942,110.6666667
857,9943,61.5
858,9944,68.0
859,9945,110.0
860,9946,54.5
861,9947,125.0
862,9949,61.5
863,9950,86.25
864,9951,109.6666667
865,9952,104.3333333
866,9953,93.25
869,9957,85.0
870,9958,76.5
871,9959,78.75
872,9960,66.66666667
873,9962,71.75
874,9963,66.66666667
875,9964,64.5
876,9965,56.0
877,9966,80.0
878,9968,57.75
879,9969,69.25
880,9970,81.75
882,9972,58.75
883,9973,110.0
886,9976,72.5
888,9979,68.5
889,9980,60.5
890,9981,55.5
891,9982,79.25
892,9983,58.5
893,9984,56.0
894,9985,63.5
896,9987,82.25
897,9988,112.3333333
898,9990,75.0
899,9991,92.75
900,9993,119.6666667
901,9995,41.75
902,9996,38.25
903,9997,51.5
904,9998,46.25
905,9999,54.25
906,10001,49.5
907,10002,42.5
910,10006,131.5
911,10008,73.0
912,10009,77.75
913,10010,75.25
914,10011,65.25
915,10012,105.6666667
916,10013,100.0
917,10014,132.0
918,10015,51.25
919,10017,76.5
920,10018,81.33333333
921,10020,48.0
922,10022,45.25
923,10023,90.0
