Unnamed: 0,accession_id,phenotype_value
304,7384,51.25
307,7396,42.25
308,7404,17.5
310,7413,30.5
313,7418,20.25
315,7424,12.5
316,7427,49.0
320,7477,28.25
322,7517,80.0
323,7717,48.25
324,7917,56.25
326,8077,43.5
327,8132,41.33333333
329,8231,61.5
330,8233,49.0
331,8234,47.66666667
332,8235,50.75
333,8236,41.66666667
335,8238,35.25
336,8239,19.5
340,8244,43.5
341,8246,55.75
342,8247,63.0
345,8259,41.5
346,8264,30.5
348,8284,49.25
350,8290,22.25
351,8297,60.0
357,8334,27.5
359,8337,52.25
360,8343,44.5
361,8351,67.25
363,8357,40.5
364,8365,20.5
365,8366,18.75
368,8386,33.5
370,8419,37.5
373,8424,40.75
378,9075,65.0
379,9078,63.25
380,9079,47.5
381,9081,63.66666667
382,9084,73.0
383,9085,70.0
384,9091,44.5
385,9095,64.33333333
386,9100,34.0
387,9102,59.0
388,9103,62.75
389,9104,36.75
390,9105,40.0
391,9106,39.5
392,9111,57.5
393,9113,45.0
394,9114,65.0
395,9115,58.0
396,9121,66.0
397,9125,31.0
398,9128,36.33333333
399,9130,35.5
400,9131,34.25
401,9133,40.25
402,9134,33.66666667
403,9298,26.5
404,9312,34.25
405,9314,42.5
413,9386,65.5
421,9404,51.25
422,9405,57.66666667
424,9408,54.0
427,9421,65.25
432,9451,74.0
437,9503,29.75
438,9506,47.25
439,9507,25.33333333
440,9508,45.0
441,9509,39.5
442,9510,34.75
443,9511,34.75
444,9512,15.0
445,9513,35.33333333
446,9514,44.0
447,9515,27.0
448,9517,9.75
449,9518,54.66666667
450,9519,42.5
451,9520,65.0
452,9521,36.75
453,9522,31.0
454,9523,49.75
455,9524,76.0
456,9525,52.25
457,9526,40.5
458,9527,55.0
460,9529,43.25
461,9530,55.0
462,9531,52.75
463,9532,51.0
464,9533,36.0
465,9534,38.33333333
466,9535,69.0
468,9537,29.75
470,9540,50.75
471,9541,38.0
472,9542,50.25
473,9543,42.33333333
474,9544,32.0
475,9545,35.0
476,9547,37.5
477,9549,36.0
478,9554,53.33333333
480,9556,34.25
481,9558,75.0
482,9559,35.33333333
483,9560,33.5
484,9561,50.0
485,9562,37.75
486,9565,50.5
487,9567,71.0
488,9568,55.66666667
489,9569,65.5
491,9573,41.0
492,9576,52.0
493,9578,43.75
494,9579,54.0
495,9582,57.25
496,9583,58.75
497,9584,61.75
498,9585,7.5
499,9587,72.0
500,9588,48.5
502,9590,12.5
503,9591,19.25
504,9592,69.0
505,9593,65.66666667
506,9594,80.0
507,9595,41.5
508,9596,39.0
509,9597,41.66666667
510,9598,42.0
511,9599,53.33333333
512,9600,16.0
513,9601,65.0
514,9602,47.25
515,9606,15.5
516,9607,45.0
517,9608,19.5
518,9609,21.5
519,9610,30.75
520,9611,39.5
521,9612,35.0
522,9613,47.0
523,9615,34.0
524,9616,43.5
525,9617,35.75
526,9619,42.5
527,9620,43.25
528,9621,39.5
529,9622,43.0
530,9624,33.33333333
532,9626,38.25
533,9627,45.0
534,9628,31.5
535,9629,32.0
536,9630,32.0
537,9632,43.33333333
538,9633,36.33333333
539,9634,34.66666667
541,9637,28.5
542,9638,35.0
543,9639,35.5
544,9640,45.0
546,9642,41.75
548,9644,48.5
549,9645,61.25
550,9646,40.75
551,9647,27.0
552,9648,37.5
553,9649,40.5
554,9651,32.33333333
555,9653,22.25
556,9655,40.0
557,9656,42.33333333
559,9658,35.5
560,9659,49.0
561,9660,19.0
562,9661,19.33333333
563,9663,48.33333333
564,9665,40.0
565,9666,53.0
567,9668,43.75
568,9669,51.5
572,9673,44.33333333
575,9678,46.5
576,9679,49.25
577,9680,36.33333333
578,9681,68.0
579,9682,50.0
580,9683,45.75
581,9684,55.0
586,9690,58.0
589,9693,58.0
592,9696,53.75
593,9697,47.33333333
594,9698,50.0
595,9699,48.66666667
597,9701,48.0
598,9703,54.75
599,9704,55.0
600,9705,51.0
601,9706,49.75
602,9707,58.0
603,9708,34.0
604,9709,56.25
605,9710,54.25
606,9711,46.0
607,9712,51.0
608,9713,50.5
609,9714,52.75
610,9717,41.0
612,9719,41.0
613,9720,73.5
614,9721,47.25
615,9723,39.33333333
616,9725,41.0
617,9726,34.0
618,9727,22.5
619,9728,54.0
620,9729,58.0
621,9730,51.0
622,9731,52.5
623,9732,61.25
624,9733,48.5
625,9735,49.5
626,9736,51.66666667
627,9737,51.66666667
628,9738,52.0
629,9739,45.75
630,9741,54.25
631,9743,54.75
632,9744,40.33333333
633,9745,39.25
634,9747,70.0
635,9748,50.33333333
636,9749,59.75
637,9755,58.25
638,9756,41.66666667
639,9757,57.0
641,9759,36.5
643,9762,40.5
646,9768,26.33333333
647,9769,23.25
648,9770,23.0
649,9771,23.5
650,9772,20.0
651,9774,20.5
652,9775,26.5
653,9776,18.0
654,9777,19.25
655,9778,37.0
656,9779,26.66666667
657,9780,23.5
658,9781,22.33333333
659,9782,21.5
660,9783,46.33333333
661,9784,23.5
662,9785,27.5
663,9786,17.25
665,9788,19.66666667
666,9789,21.25
667,9790,18.75
668,9791,15.66666667
669,9792,19.5
670,9793,15.66666667
671,9794,20.5
672,9795,14.75
673,9796,25.5
674,9797,24.5
675,9798,20.33333333
676,9799,28.0
677,9800,20.5
678,9801,13.0
679,9802,20.5
680,9803,19.5
681,9804,24.5
682,9805,23.25
683,9806,16.5
684,9807,21.25
685,9808,32.75
686,9809,32.0
688,9811,24.25
689,9812,23.0
690,9813,22.75
691,9814,19.33333333
692,9815,30.0
693,9816,15.25
694,9817,33.25
695,9819,56.5
697,9821,56.25
699,9823,19.75
700,9825,41.5
701,9826,58.5
702,9827,49.5
703,9828,57.75
704,9830,34.75
705,9831,45.33333333
706,9832,43.33333333
707,9833,50.33333333
708,9834,50.0
709,9835,38.5
711,9838,31.66666667
712,9841,45.33333333
713,9843,45.66666667
714,9844,48.66666667
715,9845,34.0
717,9848,51.66666667
718,9849,43.0
719,9850,54.33333333
720,9852,33.0
721,9853,12.33333333
722,9854,19.0
723,9855,42.66666667
724,9856,35.25
726,9859,31.0
727,9860,50.33333333
728,9861,67.0
729,9862,32.75
730,9864,30.25
731,9866,55.0
732,9867,79.66666667
733,9868,51.66666667
735,9870,65.0
736,9873,28.66666667
737,9874,34.0
738,9875,18.75
739,9876,55.75
740,9879,34.25
741,9880,56.0
742,9881,53.75
743,9882,44.0
744,9883,17.5
745,9886,42.75
747,9888,64.0
748,9890,55.66666667
749,9891,75.0
750,9892,40.75
751,9894,51.33333333
752,9895,46.0
753,9897,53.5
754,9898,67.5
755,9899,41.5
756,9900,23.0
757,9901,73.0
758,9902,71.0
759,9903,66.33333333
760,9904,99.0
761,9905,47.33333333
762,9906,52.0
763,9908,26.25
764,9909,32.5
766,9911,25.25
769,9915,61.5
771,9918,59.5
772,9920,23.33333333
773,9921,19.0
774,9924,27.75
777,9927,50.5
778,9928,56.25
779,9929,59.25
780,9930,45.75
782,9933,15.66666667
784,9937,31.75
785,9938,30.0
786,9939,47.75
787,9941,22.25
788,9942,79.0
789,9943,37.25
790,9944,42.33333333
791,9945,31.0
792,9946,30.25
793,9949,41.5
794,9950,51.0
795,9951,28.0
796,9952,23.5
797,9953,35.5
800,9957,51.0
801,9958,48.5
802,9959,36.5
803,9960,40.66666667
804,9962,62.25
805,9963,55.0
806,9964,40.5
807,9965,34.66666667
808,9966,64.0
809,9968,43.25
810,9969,42.25
811,9970,67.75
813,9972,51.0
816,9976,51.25
818,9979,44.33333333
819,9980,43.0
820,9981,32.5
821,9982,44.25
822,9983,35.0
823,9984,44.33333333
824,9985,39.25
825,9987,60.75
826,9988,82.0
827,9990,47.0
828,9991,47.0
829,9993,46.0
830,9995,21.75
831,9996,15.5
832,9997,29.0
833,9998,24.75
834,9999,30.0
835,10001,30.25
836,10002,15.75
839,10008,42.0
840,10009,44.75
841,10010,50.25
842,10011,34.0
843,10012,58.0
844,10013,51.5
845,10015,23.5
846,10017,49.25
847,10018,47.66666667
848,10020,34.25
849,10022,26.0
850,10023,59.66666667
