Unnamed: 0,accession_id,phenotype_value
722,9803,5.0
723,9804,7.0
724,9805,9.5
725,9806,4.5
726,9807,6.0
727,9808,12.5
728,9809,7.666666667
730,9811,6.0
731,9812,8.0
732,9813,7.0
733,9814,4.333333333
734,9815,10.0
735,9816,3.5
736,9817,10.5
737,9819,15.0
739,9821,14.75
741,9823,6.5
742,9825,9.5
743,9826,12.5
744,9827,8.25
745,9828,13.75
746,9830,4.0
747,9831,7.0
748,9832,15.5
749,9833,11.0
750,9834,9.0
751,9835,11.0
754,9838,9.0
755,9839,13.0
756,9840,17.5
757,9841,9.0
758,9843,10.66666667
759,9844,9.25
760,9845,6.666666667
761,9846,13.0
763,9848,13.0
764,9849,18.0
765,9850,8.0
766,9852,9.25
767,9853,5.0
768,9854,6.0
769,9855,9.333333333
770,9856,12.33333333
772,9858,11.5
773,9859,11.0
774,9860,10.33333333
775,9861,9.666666667
776,9862,12.75
777,9864,7.25
778,9866,15.0
779,9867,12.0
780,9868,11.0
782,9870,9.0
783,9871,10.0
784,9873,9.333333333
785,9874,5.5
786,9875,6.25
787,9876,12.5
788,9878,8.0
789,9879,6.5
790,9880,14.5
791,9881,10.0
792,9882,9.0
793,9883,5.0
794,9885,15.0
795,9886,7.75
797,9888,11.33333333
798,9890,12.0
799,9891,5.0
800,9892,9.0
801,9894,8.666666667
802,9895,10.0
803,9897,12.0
804,9898,26.0
805,9899,8.25
806,9900,6.75
807,9901,20.0
808,9902,12.5
809,9903,18.33333333
810,9904,11.0
811,9905,10.66666667
812,9906,11.0
813,9908,8.0
814,9909,12.75
816,9911,3.75
819,9915,12.5
821,9918,14.0
822,9920,4.666666667
823,9921,6.25
824,9924,8.75
827,9927,9.666666667
828,9928,9.75
829,9929,10.33333333
830,9930,8.333333333
832,9933,4.0
834,9937,9.75
835,9938,7.0
836,9939,12.0
837,9941,6.0
838,9942,14.33333333
839,9943,11.25
840,9944,5.0
841,9945,13.0
842,9946,12.0
843,9947,14.0
844,9949,10.0
845,9950,14.75
846,9951,8.0
847,9952,5.666666667
848,9953,10.0
851,9957,14.0
852,9958,9.0
853,9959,12.25
854,9960,10.66666667
855,9962,14.0
856,9963,8.0
857,9964,12.25
858,9965,11.0
859,9966,12.75
860,9968,18.0
861,9969,17.66666667
862,9970,9.75
864,9972,9.5
867,9976,9.0
869,9979,14.66666667
870,9980,11.75
871,9981,12.75
872,9982,14.0
873,9983,9.0
874,9984,11.33333333
875,9985,12.0
877,9987,14.66666667
878,9988,11.0
879,9990,10.0
880,9991,18.25
881,9993,15.0
882,9995,5.5
883,9996,5.0
884,9997,11.0
885,9998,5.25
886,9999,8.0
887,10001,7.75
888,10002,4.25
891,10006,18.5
892,10008,4.5
893,10009,7.0
894,10010,10.0
895,10011,7.0
896,10012,10.5
897,10013,10.75
898,10014,14.5
899,10015,5.75
900,10017,13.25
901,10018,10.66666667
902,10020,9.0
903,10022,5.0
904,10023,17.75
